horizon,anchor_mode,method,threshold,brier_score,log_loss,mean_probability,event_rate,reliability_gap
20,historical_peak,hybrid_monte_carlo,0.1,0.042753008671742816,0.14526303818525668,0.7408811336717428,0.7402707275803723,0.00061040609137053
20,historical_peak,historical_empirical,0.03,0.028871057528839873,0.13664708903562492,0.9820951362907536,0.9703891708967851,0.01170596539396851
20,historical_peak,historical_empirical,0.05,0.09541862809557648,0.40526157004916996,0.9799572421165151,0.9010152284263959,0.07894201369011922
20,historical_peak,historical_empirical,0.07,0.18682582757307936,0.7057707379445407,0.967129877071085,0.8011844331641286,0.16594544390695642
20,historical_peak,historical_empirical,0.1,0.23807958222083042,0.8360755567566588,0.9543025120256547,0.7402707275803723,0.21403178444528248
20,historical_peak,hybrid_importance_sampling,0.03,0.02856047673434856,0.09522112715101107,0.9501260575296108,0.9703891708967851,-0.020263113367174346
20,historical_peak,hybrid_importance_sampling,0.05,0.08337453976311338,0.22380492289240675,0.8752394247038916,0.9010152284263959,-0.02577580372250432
20,historical_peak,hybrid_importance_sampling,0.07,0.07211821721658206,0.2048688098505793,0.808664551607445,0.8011844331641286,0.007480118443316419
20,historical_peak,hybrid_importance_sampling,0.1,0.042753008671742816,0.14526303818525668,0.7408811336717428,0.7402707275803723,0.00061040609137053
40,origin_peak,egarch_student_t,0.03,0.116256875,0.4521073239729948,0.8453343373493976,0.8580034423407917,-0.012669104991394176
40,origin_peak,egarch_student_t,0.05,0.2618227231067125,0.8149929277941239,0.5821932013769364,0.6135972461273667,-0.03140404475043024
40,origin_peak,egarch_student_t,0.07,0.2618524890275387,0.7755774654775549,0.3797336488812392,0.43201376936316693,-0.052280120481927705
40,origin_peak,egarch_student_t,0.1,0.22019572246127367,0.7685980776250885,0.1960249569707401,0.2521514629948365,-0.056126506024096384
40,origin_peak,residual_block_bootstrap,0.03,0.1137808263769363,0.434223630690573,0.8654487951807228,0.8580034423407917,0.007445352839931085
40,origin_peak,residual_block_bootstrap,0.05,0.24605239479345956,0.740277701990147,0.6562422547332186,0.6135972461273667,0.042645008605851964
40,origin_peak,residual_block_bootstrap,0.07,0.250306660929432,0.7281917316052438,0.469987091222031,0.43201376936316693,0.03797332185886404
40,origin_peak,residual_block_bootstrap,0.1,0.2241418700516351,0.7016986881543381,0.2756557659208262,0.2521514629948365,0.023504302925989706
40,origin_peak,hybrid_monte_carlo,0.03,0.1146777973321859,0.4410539208324435,0.847934595524957,0.8580034423407917,-0.010068846815834753
40,origin_peak,hybrid_monte_carlo,0.05,0.251748879302926,0.7556489221617483,0.6086381239242684,0.6135972461273667,-0.004959122203098243
40,origin_peak,hybrid_monte_carlo,0.07,0.25404217685025815,0.7423804545756338,0.413789156626506,0.43201376936316693,-0.018224612736660928
40,origin_peak,hybrid_monte_carlo,0.1,0.22031370116179,0.72790491891693,0.22673192771084336,0.2521514629948365,-0.025419535283993128
40,origin_peak,historical_empirical,0.03,0.12250589637680452,0.4116574550262774,0.8839333691563676,0.8580034423407917,0.02592992681557582
40,origin_peak,historical_empirical,0.05,0.24924128381087304,0.695499095738672,0.7238044062332081,0.6135972461273667,0.11020716010584142
40,origin_peak,historical_empirical,0.07,0.26039068921670117,0.714023487879659,0.5545405695862442,0.43201376936316693,0.12252680022307727
40,origin_peak,historical_empirical,0.1,0.21206455109617428,0.6164613667001807,0.40542718968296615,0.2521514629948365,0.15327572668812967
40,origin_peak,hybrid_importance_sampling,0.03,0.1146777973321859,0.4410539208324435,0.847934595524957,0.8580034423407917,-0.010068846815834753
40,origin_peak,hybrid_importance_sampling,0.05,0.251748879302926,0.7556489221617483,0.6086381239242684,0.6135972461273667,-0.004959122203098243
40,origin_peak,hybrid_importance_sampling,0.07,0.25404217685025815,0.7423804545756338,0.413789156626506,0.43201376936316693,-0.018224612736660928
40,origin_peak,hybrid_importance_sampling,0.1,0.22031370116179,0.72790491891693,0.22673192771084336,0.2521514629948365,-0.025419535283993128
40,historical_peak,egarch_student_t,0.03,0.0026070727194492252,0.017759466764539152,0.9838528399311532,1.0,-0.016147160068846755
40,historical_peak,egarch_student_t,0.05,0.04662830916523236,0.14072309079243225,0.9276501721170396,0.9698795180722891,-0.04222934595524952
40,historical_peak,egarch_student_t,0.07,0.06783853700516351,0.19082509820438823,0.8613063683304647,0.8657487091222031,-0.004442340791738442
40,historical_peak,egarch_student_t,0.1,0.07921513123924268,0.22964245580256132,0.7844285714285715,0.8046471600688468,-0.02021858864027537
40,historical_peak,residual_block_bootstrap,0.03,0.002222929647160069,0.017734375791169835,0.9835520654044749,1.0,-0.01644793459552507
40,historical_peak,residual_block_bootstrap,0.05,0.038250206755593805,0.12219891822840094,0.9381604991394148,0.9698795180722891,-0.03171901893287432
40,historical_peak,residual_block_bootstrap,0.07,0.06507572095524956,0.18552526792064425,0.8830735800344234,0.8657487091222031,0.017324870912220236
40,historical_peak,residual_block_bootstrap,0.1,0.07613996966437178,0.2138452546826633,0.8096493115318416,0.8046471600688468,0.005002151462994764
40,historical_peak,hybrid_monte_carlo,0.03,0.0027238401462994838,0.019425437505334396,0.9822043889845095,1.0,-0.017795611015490542
40,historical_peak,hybrid_monte_carlo,0.05,0.04316021514629948,0.13298765383209243,0.9303468158347677,0.9698795180722891,-0.03953270223752137
40,historical_peak,hybrid_monte_carlo,0.07,0.06573680185025818,0.1863250953375892,0.8683179862306368,0.8657487091222031,0.0025692771084336874
40,historical_peak,hybrid_monte_carlo,0.1,0.07702836080034424,0.2191771397797554,0.7934117900172117,0.8046471600688468,-0.011235370051635107
40,historical_peak,historical_empirical,0.03,5.2622901544501005e-05,0.007280603819893973,0.9927458355722727,1.0,-0.007254164427727305
40,historical_peak,historical_empirical,0.05,0.029642429910481886,0.14972575995433862,0.9905964535196131,0.9698795180722891,0.020716935447324003
40,historical_peak,historical_empirical,0.07,0.12876100939858748,0.5301058368458261,0.9777001612036537,0.8657487091222031,0.11195145208145052
40,historical_peak,historical_empirical,0.1,0.1835333749959766,0.6931606525865057,0.9669532509403547,0.8046471600688468,0.16230609087150782
40,historical_peak,hybrid_importance_sampling,0.03,0.0027238401462994838,0.019425437505334396,0.9822043889845095,1.0,-0.017795611015490542
40,historical_peak,hybrid_importance_sampling,0.05,0.04316021514629948,0.13298765383209243,0.9303468158347677,0.9698795180722891,-0.03953270223752137
40,historical_peak,hybrid_importance_sampling,0.07,0.06573680185025818,0.1863250953375892,0.8683179862306368,0.8657487091222031,0.0025692771084336874
40,historical_peak,hybrid_importance_sampling,0.1,0.07702836080034424,0.2191771397797554,0.7934117900172117,0.8046471600688468,-0.011235370051635107
