,rank_ic
2023-01-16,0.0020022246941045607
2023-01-17,-0.08164627363737487
2023-01-18,0.031594170848523714
2023-01-19,-0.07408231368186874
2023-01-27,-0.14438264738598441
2023-01-30,-0.0033370411568409346
2023-01-31,-0.07185761957730812
2023-02-01,-0.08832035595105672
2023-02-02,-0.04471635150166852
2023-02-03,-0.16041829001257463
2023-02-06,-0.021134593993325918
2023-02-07,0.2060295929981194
2023-02-08,0.005561735261401557
2023-02-09,-0.009567248918919153
2023-02-10,-0.035817575083426034
2023-02-13,-0.13103448275862067
2023-02-14,-0.2978865406006674
2023-02-15,-0.24271412680756396
2023-02-16,-0.20380465138906845
2023-02-17,-0.20578420467185762
2023-02-20,-0.22313681868743046
2023-02-21,-0.23337041156840932
2023-02-22,-0.2943270300333704
2023-02-23,-0.3459399332591768
2023-02-24,-0.28453837597330367
2023-02-27,-0.39221357063403783
2023-02-28,-0.36952169076751945
2023-03-01,-0.49988876529477194
2023-03-02,-0.5314794215795328
2023-03-03,-0.48031145717463847
2023-03-06,-0.5452725250278087
2023-03-07,-0.54972191323693
2023-03-08,-0.4242491657397108
2023-03-09,-0.3472747497219132
2023-03-10,-0.3041156840934371
2023-03-13,-0.1768631813125695
2023-03-14,-0.16840934371523916
2023-03-15,-0.1670745272525028
2023-03-16,-0.10522803114571745
2023-03-17,-0.1670745272525028
2023-03-20,-0.14705228031145717
2023-03-21,-0.31523915461624025
2023-03-22,-0.3032258064516129
2023-03-23,-0.28142380422691876
2023-03-24,-0.21957730812013349
2023-03-27,-0.2449388209121246
2023-03-28,-0.185761957730812
2023-03-29,-0.2716351501668521
2023-03-30,-0.1332591768631813
2023-03-31,-0.1296996662958843
2023-04-03,-0.2186874304783092
2023-04-04,-0.21690767519466073
2023-04-05,-0.1479586170018892
2023-04-06,-0.05094549499443826
2023-04-07,0.0206988669516647
2023-04-10,0.12658509454949946
2023-07-12,-0.3125695216907675
2023-07-13,-0.40155728587319245
2023-07-14,-0.29032258064516125
2023-07-17,-0.20622914349276972
2023-07-18,-0.24849833147942155
2023-07-19,-0.1911012235817575
2023-07-20,-0.06829810901001113
2023-07-21,-0.21023359288097884
2023-07-24,-0.0037819799777530586
2023-07-25,0.17730812013348163
2023-07-26,0.13948832035595105
2023-07-27,0.10478309232480533
2023-07-28,0.07230255839822024
2023-07-31,0.028698553948832032
2023-08-01,0.06206896551724137
2023-08-02,0.03670745272525028
2023-08-03,-0.10923248053392658
2023-08-04,0.03759733036707453
2023-08-07,0.20222469410456062
2023-08-08,0.10923248053392658
2023-08-09,0.16662958843159065
2023-08-10,0.195794861596485
2023-08-11,0.12703003337041155
2023-08-14,0.2520578420467186
2023-08-15,0.17997775305895441
2023-08-16,0.13192436040044492
2023-08-17,0.27519466073414905
2023-08-18,0.14395372210559748
2023-08-21,-0.030478309232480537
2023-08-22,0.029588431590656286
2023-08-23,0.27697441601779754
2023-08-24,0.33036707452725245
2023-08-25,0.3432703003337041
2023-08-28,0.1474972191323693
2023-08-29,0.09543937708565071
