date,equal_weight__sample,inverse_volatility__sample,community_risk_parity__sample,risk_parity__sample,risk_parity__ledoit_wolf,risk_parity__glasso,risk_parity__diagonal,minimum_variance__sample,minimum_variance__ledoit_wolf,minimum_variance__glasso,minimum_variance__diagonal
2012-08-20,0.1833537706929649,0.1622006139381697,0.16684992794886386,0.15436494941741186,0.154822391881028,0.15437819816883705,0.1622006139381697,0.12034102742904543,0.1210577742679228,0.1211343261886498,0.149846055100693
2012-08-21,0.20084257366828168,0.18400596105639971,0.18692285497279593,0.17638852392810694,0.17684304738456244,0.17644524059272296,0.18400596105639971,0.14759526714610188,0.14811402058617973,0.14819767026313682,0.17315041491331984
2012-08-22,0.2052788253555362,0.18845038510064904,0.18965251728400867,0.18045895906598466,0.1809191855926048,0.18053043387610224,0.18845038510064904,0.15082994928265653,0.15105207819880445,0.15135498950045723,0.1762651531259781
2012-08-23,0.2204679277809607,0.20530067690353196,0.20635049898815896,0.19773047569638597,0.19819001762097682,0.19779628743955446,0.20530067690353196,0.1697732885458905,0.17129987286227133,0.17020641223951935,0.19472198205528407
2012-08-24,0.22434573105160774,0.20921969059675063,0.21032915676570318,0.20132403876778515,0.2018267641373617,0.2014017815139644,0.20921969059675063,0.1716132665253587,0.17346143155027527,0.17204756316396735,0.1985839007491947
2012-08-27,0.2327792442091544,0.2189157191095795,0.22066253394927235,0.2103936239436709,0.21099793955247573,0.2104570123999139,0.2189157191095795,0.1789961482390902,0.1832174314160856,0.17937945800523986,0.2096169227806814
2012-08-28,0.23139039744581935,0.2176016157607188,0.21969854447694223,0.20913460831302866,0.20973538501745742,0.20919712983343672,0.2176016157607188,0.1779537446736736,0.1823868484869518,0.17833580430272794,0.20843318407860567
2012-08-29,0.23374551434110247,0.2197099267179283,0.22294680259861288,0.21053311960837376,0.21121662401457397,0.21058737246107395,0.2197099267179283,0.1772450798725269,0.18224379709766308,0.1776170301982455,0.2103710630949434
2012-08-30,0.2331479906369026,0.21951381596196473,0.2238762603345509,0.2104915585467334,0.2111604674226797,0.210539083628183,0.21951381596196473,0.17881096786832126,0.18347443864785418,0.17915480794635952,0.21051680509269133
2012-08-31,0.23183319096138283,0.21823974406746333,0.22273861279250134,0.20928119680304205,0.20994084745457137,0.20932951771623662,0.21823974406746333,0.17851069317272109,0.18291203403841624,0.17885038516704044,0.20928929216645098
2012-09-04,0.23225280774048881,0.2191455995368437,0.22333538382182977,0.2105783170290219,0.2112001679411517,0.21062830275830782,0.2191455995368437,0.1821490650741527,0.1861006882609135,0.1825041977048327,0.21056818006396008
2012-09-05,0.2315169492295093,0.2183650102988323,0.22238643620357293,0.20985934084515398,0.21047744121197176,0.20990805049810113,0.2183650102988323,0.18156386141579664,0.18550795012619592,0.18190750766810196,0.20980274734811147
2012-09-06,0.23091347487561434,0.21781563094896106,0.22185010415197176,0.2093715150485217,0.2099865859752659,0.2094187366843349,0.21781563094896106,0.18124319333871192,0.18521877505552214,0.18157040416830245,0.20928340174106866
2012-09-07,0.22988488122939374,0.2168496203695088,0.22104905300755243,0.20850711933891128,0.20911271061499345,0.20855221222760614,0.2168496203695088,0.180935283191214,0.18468763945471225,0.18124347702144084,0.20831810116443686
2012-09-10,0.2333905617159702,0.2203797783929192,0.22434571272081888,0.2112426129612754,0.21194211292711485,0.21129093894800277,0.2203797783929192,0.1809750488373477,0.18557247781310401,0.1812850406609988,0.21192886261071642
2012-09-11,0.23220673797009767,0.21924027355368647,0.22315701598511406,0.2101173650935029,0.2108157936586818,0.21016500264260982,0.21924027355368647,0.18002201575872923,0.18460038876718807,0.18033236820835247,0.210811707727207
2012-09-12,0.2313391072646353,0.21829613286640312,0.2220685827336479,0.2092211393739661,0.2099162134409615,0.2092664485510861,0.21829613286640312,0.17919599816093107,0.18373628607996528,0.1795052845590018,0.20981984333832462
2012-09-13,0.2312881778572379,0.21802595418708925,0.22226718282056385,0.20873086589433926,0.20944734938128048,0.20877628147202337,0.21802595418708925,0.17824955423832406,0.1827662216188067,0.1785570930897672,0.20937175202096234
2012-09-14,0.23387054113363498,0.22070570212592439,0.22525823435113773,0.21101650292925736,0.21178177364065803,0.21106332383847048,0.22070570212592439,0.17911349482546743,0.18397219876350854,0.17945716919207566,0.21200024076966634
2012-09-17,0.23391372846638653,0.22078165819620546,0.22517522797574566,0.21114777232243997,0.21190400920587027,0.21119133342346344,0.22078165819620546,0.17925395789270474,0.18381059396691515,0.17960232003618468,0.21204777635045233
2012-09-18,0.23563238212059037,0.22255168886450738,0.22683210041502047,0.2122403193346171,0.21307400480454003,0.2122928593021862,0.22255168886450738,0.17842817263865116,0.18340465297622308,0.1787773654329233,0.21384749205218964
2012-09-19,0.2344270952798925,0.22152364999854357,0.2257131832821751,0.2113586511872412,0.21217730141473573,0.21141001653157518,0.22152364999854357,0.17855433114752617,0.18383691444298775,0.17889009596801153,0.21312381444926762
2012-09-20,0.23434389709122336,0.22196383187789814,0.22671079066345592,0.21170571833978383,0.2125329130428858,0.2117604207697505,0.22196383187789814,0.17901548652480745,0.18419734809915508,0.17933284733785634,0.21389350730773538
2012-09-21,0.23645072343496576,0.2237179641647915,0.22904832687387075,0.2131771485416916,0.21401436893936265,0.21323042642435353,0.2237179641647915,0.17890539418721807,0.1841471289650342,0.1792420219431936,0.21525971439018549
2012-09-24,0.23592478644295786,0.2231667010723881,0.2293583694735419,0.2125928738456437,0.21342894121554098,0.21264682149147274,0.2231667010723881,0.17810350874705758,0.18331616771195108,0.1784382063170022,0.21466457604301561
2012-09-25,0.23476801690483146,0.22208887641945643,0.22825097299329541,0.21156287114889033,0.2123952891497001,0.21161725032094486,0.22208887641945643,0.1776348399075496,0.1827510548390307,0.17792987783203185,0.2136542818649065
2012-09-26,0.23419704661561538,0.22158135320445993,0.22749459466631536,0.2111076232771041,0.21193691956891883,0.2111621197939427,0.22158135320445993,0.17760119221342865,0.1826886613494998,0.17788127124308453,0.21319730581590948
2012-09-27,0.23309343315998188,0.22054258343687036,0.2264645650334692,0.21010448006953872,0.21093017125394137,0.2101584397844741,0.22054258343687036,0.1767536091440441,0.1818114404275407,0.177032550441259,0.21220030560865027
2012-09-28,0.23201718972311017,0.21951160549230866,0.2255912328580133,0.20910952063059937,0.20993169881914203,0.20916346379004666,0.21951160549230866,0.1759799596821382,0.1810063858716208,0.17625294093207447,0.21119817362794693
2012-10-01,0.2323801895389095,0.21967436447148797,0.22502815160866138,0.20932459204856174,0.2101413940835164,0.2093650139568477,0.21967436447148797,0.17570271894615064,0.1806875039877188,0.17599515045756134,0.21119982864838432
2012-10-02,0.23144597990122392,0.21875881917452544,0.22411640542085587,0.20846441732789528,0.20927674022575046,0.20850324932967843,0.21875881917452544,0.1749158823623857,0.17987226763247746,0.17520866220671732,0.21029160764850233
2012-10-03,0.23103549509684831,0.21810515333155212,0.22379393432331515,0.20779465194447813,0.2086055442189896,0.20783083872636765,0.21810515333155212,0.17422742053462031,0.17914014434922665,0.17451807941880912,0.20948056889809014
2012-10-04,0.22997480196124256,0.21710302648072546,0.2228217950662695,0.20683985375664157,0.20764688035850154,0.20687568747419052,0.21710302648072546,0.17343543236770792,0.17832559554015404,0.17372373106677094,0.20852257448121553
2012-10-05,0.22915318027774656,0.21634283119498815,0.2221744500165871,0.2061182523211375,0.2069216511369247,0.20615330180975835,0.21634283119498815,0.1728034783203307,0.17767316221084448,0.17308609375262232,0.2077881653084237
2012-10-08,0.22952674789669253,0.2164928440988793,0.22218510432471808,0.20624146889420972,0.20704394317155658,0.2062716626933347,0.2164928440988793,0.17241626022880932,0.1772852346209993,0.17269168894380366,0.20774828665903347
2012-10-09,0.22849977804605168,0.2155251719443709,0.22123750018268548,0.20531895170014708,0.20611784325155894,0.20534907370541974,0.2155251719443709,0.1716489878813862,0.17649551958576137,0.1719225409614366,0.20682218763509186
2012-10-10,0.22750785280746555,0.21458739899864795,0.22025954353350616,0.20442556951752563,0.20522100902293094,0.2044553394619294,0.21458739899864795,0.17088929301618952,0.17571581762615737,0.17116227431698505,0.20591844314393717
2012-10-11,0.22656310767576296,0.21365568693932638,0.21931215794587022,0.20353272176032078,0.2043249800194882,0.2035623061983179,0.21365568693932638,0.17026770667092986,0.1750594291570053,0.17053688736079725,0.205013322906175
2012-10-12,0.22567003893482168,0.2128177367540898,0.21847703709178798,0.20276397542573527,0.20355110538959123,0.20279304664491152,0.2128177367540898,0.169711875924875,0.17445830126596337,0.16997942271232255,0.20421731823783779
2012-10-15,0.22487763166058597,0.21198960659198707,0.21784525659515064,0.20195386059619247,0.20273835064100257,0.20198174331036128,0.21198960659198707,0.1691528987705585,0.17384331758769034,0.16939507623936395,0.20337529949703523
2012-10-16,0.2275084534808593,0.21403629720144046,0.21991131335691178,0.20411196452395663,0.20488636135138058,0.20413177293995163,0.21403629720144046,0.16989867789956656,0.17460509826650913,0.1701364835680742,0.20499671182868512
2012-10-17,0.22663465998254062,0.2131995372211827,0.21897750390077333,0.2033168022434459,0.20408770462782042,0.20333415193787457,0.2131995372211827,0.16918070020566287,0.17387140528663225,0.16942017693354872,0.20418423180985287
2012-10-18,0.22583044475372488,0.21244411135768654,0.2183141757247033,0.2025900561202922,0.203358279088988,0.20260785359797012,0.21244411135768654,0.16853379821163136,0.17321262800116632,0.1687699600620015,0.20345303061262413
2012-10-19,0.22505823842976502,0.21170512797341845,0.21767004541310558,0.2018812820474695,0.2026454239576657,0.20190006300977006,0.21170512797341845,0.16789337420856687,0.17252593869338526,0.1681241021933936,0.20274007723458254
2012-10-22,0.22412787830372477,0.2108302249961595,0.21676929639944092,0.20105616109568014,0.20181642524181567,0.20107525735403575,0.2108302249961595,0.16765320316677185,0.17220565077308156,0.16788108015293954,0.2019199200694355
2012-10-23,0.22327710366465772,0.21000784543184106,0.2159037388378137,0.20026682490040304,0.20102442106022478,0.20028539062793008,0.21000784543184106,0.16697088335191412,0.17150040742333883,0.16719657477413638,0.20111428605207787
2012-10-24,0.2224446803891423,0.20921044314337303,0.21508200674460312,0.19952180684737403,0.2002754931506203,0.1995401088349601,0.20921044314337303,0.16635162423726493,0.17085608550046238,0.16656975411343644,0.20034221093823026
2012-10-25,0.22168136167021177,0.2085327563718677,0.21437443386334903,0.1989146399028352,0.19966278752537786,0.19893151687868943,0.2085327563718677,0.16587977037452517,0.17037538909831287,0.1660856599549481,0.19971541727879275
2012-10-26,0.22085697601667606,0.20777252780802563,0.21359821596582249,0.19821768816249444,0.19896108431968942,0.19823397096400827,0.20777252780802563,0.165272767945483,0.1697664851504898,0.16547832203718416,0.19899173912670828
2012-10-29,0.22056975504407267,0.20760975709182639,0.21341332539884797,0.19795958715652726,0.19870873633249447,0.19797481376229303,0.20760975709182639,0.1651426113434352,0.1696739919148321,0.1653556051895439,0.19893941196506534
2012-10-30,0.21974435853923088,0.20671517925549754,0.21258193094740635,0.19703018924538668,0.19778255842429204,0.1970443710924585,0.20671517925549754,0.1636620959608225,0.16812921990342464,0.16387396058158096,0.19801025734807123
2012-10-31,0.21750417847114373,0.204960165897608,0.21098967733225188,0.19519365078337864,0.19594943296674194,0.19520935726472882,0.204960165897608,0.16251653057157994,0.16695077592920804,0.1626221485571507,0.1966058472360164
2012-11-01,0.21723541443133687,0.20480372804319769,0.21085086189361216,0.19507001442709032,0.19582550671087523,0.19508864307579565,0.20480372804319769,0.16289857539432973,0.16730928494486313,0.16297782834059293,0.19659978022193852
2012-11-02,0.22244374947223547,0.21000363641527534,0.21587033545173498,0.20063241656937508,0.2013596477485798,0.2006460003876742,0.21000363641527534,0.16792659281061634,0.172144219250341,0.16806606091514362,0.20172651608315376
2012-11-05,0.22248101334772566,0.21010081123087485,0.21600438632313357,0.20079997582313,0.20152256353818088,0.200814665859684,0.21010081123087485,0.16848610336483183,0.17273714321304692,0.16862030865872438,0.20189167044839132
2012-11-06,0.22225483789743322,0.20991345389258095,0.21578928919468712,0.2005431200654037,0.20127048936558642,0.20055870107298365,0.20991345389258093,0.16796800506629303,0.1723122152918641,0.16814659183483674,0.20173018432048323
2012-11-07,0.22356775777743546,0.2109793165118887,0.21678968576122037,0.20130926843153277,0.20205052946277843,0.20131720718088644,0.21097931651188867,0.16761823101295634,0.1720043372525664,0.16772799739681848,0.2025430008214983
2012-11-08,0.22253130736638616,0.21015846185227147,0.21635065233180237,0.20055232509296256,0.20128611482359407,0.20055911563566153,0.21015846185227144,0.16705366123461513,0.17139198279649676,0.16709575859095452,0.20194720780985484
2012-11-09,0.22275192796661045,0.21034453348360407,0.2165084106131991,0.20069409782205075,0.20142962694206887,0.20070088494847665,0.21034453348360405,0.1670262875647318,0.17138254471083947,0.16709306666146523,0.20208980979774724
2012-11-12,0.2229068991020362,0.21052412635528844,0.21638854151911863,0.20081776216913547,0.20155676264213346,0.20082403672062793,0.21052412635528844,0.16727229946675642,0.17160264914183176,0.16733089485069438,0.20231725644726395
2012-11-13,0.2215056245341955,0.20939639001744287,0.2153430196027878,0.1998147906752357,0.20054915101621776,0.199829056999064,0.20939639001744284,0.16673781444951258,0.17108884263888002,0.16681480106981378,0.20136717840116555
2012-11-14,0.21659906037326657,0.20465351883657795,0.21091938921594416,0.1950199727139002,0.1957621886338799,0.19504144805552195,0.20465351883657792,0.1620302322734609,0.1663621271116493,0.16203712200389694,0.1967026790151319
2012-11-15,0.21627839467840299,0.20420149998351975,0.21041389810368122,0.19469154783060053,0.19542630719511242,0.1947112578335131,0.20420149998351975,0.16177211954078913,0.166089268478216,0.16178131937359674,0.19613423784796566
2012-11-16,0.21438935305313134,0.2026093907708795,0.20881276130424373,0.19320451382085693,0.19393616599643515,0.19323201647677346,0.20260939077087947,0.16110100226807608,0.1654144562414744,0.16104978606464088,0.19478874132665253
2012-11-19,0.2137484711372675,0.20203263438975388,0.20823751901573395,0.19261065021435098,0.19334504466536429,0.1926370948498495,0.20203263438975388,0.16105619926869066,0.1653049105020785,0.16095383155090043,0.1942984098691079
2012-11-20,0.20857288131961035,0.19768625171672746,0.20415088868966055,0.18861383098548856,0.1893363171872737,0.18865668948896697,0.19768625171672746,0.15936054949965645,0.16356966341263215,0.15925094946112872,0.1906918234046715
2012-11-21,0.20867385971190922,0.19775270469248057,0.20419959156320236,0.18870233936412728,0.18942313390575394,0.1887451533345891,0.19775270469248057,0.15941746983463695,0.16362184050689868,0.15930785153306298,0.19073154176761725
2012-11-22,0.20857145907656355,0.1976573781929326,0.2041237278664733,0.18863355241511073,0.18935304197954736,0.1886763463901536,0.1976573781929326,0.15952758846087003,0.16371746599979464,0.1594254461417166,0.19067085141469328
2012-11-23,0.20852772508139505,0.1975857257819466,0.20406501105980152,0.1885405576841658,0.1892601209544198,0.18858382516175165,0.1975857257819466,0.1592783194808874,0.1634429261651699,0.1591667369423432,0.19058198846889324
2012-11-26,0.20826479970779196,0.19739435448408704,0.20386091555182637,0.1883638677154852,0.1890813328221965,0.18840480719348393,0.19739435448408704,0.15938138793922424,0.1635257341584025,0.1592665105781138,0.1904182428375406
2012-11-27,0.20811299688628784,0.1972578198498658,0.20375297591253724,0.1882166858254094,0.18893453167567406,0.18825776787664597,0.1972578198498658,0.15931073806323967,0.16344532237862647,0.15919151623856118,0.19029057744506284
2012-11-28,0.20552118458812366,0.1951517598121747,0.2015753060333373,0.1862642904476337,0.18697452258212366,0.1863066417260836,0.1951517598121747,0.15900192033656166,0.16314691409305238,0.15888538151382542,0.18864415818129676
2012-11-29,0.20521772782978032,0.1949707059870393,0.2013604857448095,0.18610836175522727,0.18681606335433348,0.18615255390561264,0.1949707059870393,0.15910625746745155,0.1632338059033972,0.1589885262833931,0.1885387601604291
2012-11-30,0.20452166837093966,0.1944208640665533,0.20090009298812453,0.18556436306347676,0.18627213117505337,0.18560871999484957,0.1944208640665533,0.15901681571282061,0.16314067998402457,0.1588993076574883,0.18814183965726927
2012-12-03,0.20352104203688207,0.19388873245885208,0.2005237345922356,0.18516543298738178,0.1858635267033798,0.1852092551667922,0.19388873245885208,0.1592840956344148,0.16341968281166214,0.15916691931371443,0.187923138755254
2012-12-04,0.20418433573308248,0.19438596950215298,0.20117570586795325,0.18572837565357847,0.18642124007978028,0.1857674577373293,0.19438596950215298,0.15938934026742776,0.1635998582799887,0.1592815442282339,0.18828107499604713
2012-12-05,0.2047770252887672,0.1949178732696514,0.2016288175082454,0.18621080158593312,0.1869061019279383,0.1862470171895725,0.1949178732696514,0.15972320026154507,0.16391107345591321,0.15959322613315446,0.18871725601312492
2012-12-06,0.20466069212901247,0.19483234271983166,0.20152338918375876,0.18612628000497256,0.18682176016993607,0.18616341885240853,0.19483234271983166,0.15971462235217546,0.16390543022310958,0.15958387087950585,0.18865880799307774
2012-12-07,0.20472190574750618,0.19490474817803227,0.20158807414807786,0.18617649810524478,0.18687360567651295,0.18621566041957405,0.19490474817803227,0.15988876186534542,0.164057762085972,0.15975171759333243,0.18873570093612252
2012-12-10,0.20523483738461054,0.19546208786349456,0.20174179083934085,0.18673434790221785,0.18743207598869863,0.186777976677389,0.19546208786349456,0.16079359979609148,0.16496116764467025,0.16064206444175178,0.18931276382878565
2012-12-11,0.20451302409429634,0.19471279642798417,0.20115898982878275,0.1860876752245984,0.18677769436139546,0.1861140841798496,0.19471279642798417,0.16049953177914908,0.16471517371033925,0.16030502170109753,0.18853047062016526
2012-12-12,0.20515848931610875,0.19509379612378727,0.20131602883610156,0.18636244677726127,0.18705914983717578,0.1863900729929557,0.19509379612378727,0.16050568239637908,0.16472019213893904,0.16031622381398103,0.18874296190266857
2012-12-13,0.20511658273091105,0.19500666347634407,0.20103187671943215,0.18636626065660325,0.1870581593680091,0.1863886285117021,0.19500666347634407,0.16048436185722356,0.16469973294808216,0.16029338268907856,0.1886633992989513
2012-12-14,0.20540880721797083,0.1955694806436219,0.20150864539082303,0.18703491837447944,0.18771444922284466,0.18706029350341957,0.1955694806436219,0.16126892911283508,0.16556815326161745,0.16114951084117102,0.18935920304784062
2012-12-17,0.2053583145270514,0.19559894065142303,0.20166809167693978,0.1870381992642084,0.18772338291480234,0.18706266305266622,0.19559894065142303,0.16134796916623598,0.16560929280723555,0.16122261124146825,0.18946988239535476
2012-12-18,0.20547186327673153,0.19544357787415373,0.2014215120605178,0.18677212338005666,0.1874639114870158,0.1867933704752528,0.19544357787415373,0.1605655663858892,0.16489729555585886,0.16043238262383294,0.18924782199112714
2012-12-19,0.20698799770811357,0.19646268225721744,0.20205178968006876,0.18785262105491457,0.18853230006542124,0.18786963701982343,0.19646268225721744,0.1608594488872706,0.1651068374278763,0.1607097587737064,0.19004181659386266
2012-12-20,0.2062058861205203,0.19594499667019166,0.20150843986686004,0.18737931063501737,0.18805507320594878,0.1873982069012092,0.19594499667019166,0.1609245299050149,0.1651361169976367,0.16076938595059792,0.1897214241902168
2012-12-21,0.20617482108556898,0.1959362125131988,0.20151919066497384,0.18735581122239728,0.18803277020480264,0.18737497432296552,0.1959362125131988,0.16105020755431385,0.16521117110578945,0.16092730535537106,0.18977092942614066
2012-12-24,0.20626689590403324,0.1958447000330221,0.20138482964553517,0.1872286695879959,0.1879080476821812,0.1872492130234445,0.1958447000330221,0.16078366971772373,0.1649683292449308,0.1606706153243666,0.18964990080225422
2012-12-25,0.20601949785113752,0.19546299477047085,0.2009376600629391,0.18682069089848757,0.18750087857954256,0.18684108345755845,0.19546299477047085,0.16062884470749464,0.1647739767296881,0.16052378049623087,0.18932980595389007
2012-12-26,0.20666440596754956,0.196167278205273,0.20127646041134617,0.18755753977528605,0.18824210071237052,0.18757730128377212,0.196167278205273,0.16149268894098684,0.1657380080061049,0.16139369856686067,0.19007053503212862
2012-12-27,0.2065550591528979,0.1967640836794126,0.20168837357735797,0.18829144262523878,0.18896768542249667,0.18830166565199355,0.1967640836794126,0.16308952350460548,0.16723235674283382,0.16290113918295254,0.19102999875085344
2012-12-28,0.2072172787008339,0.19725678099040145,0.20199426399845105,0.1888638499879239,0.18952556687755936,0.18886911191892883,0.19725678099040145,0.16332906709596062,0.16748841786487917,0.16313489726110403,0.1913795396179862
2013-01-02,0.20969277118200397,0.1994171443731324,0.20397643677669808,0.19076328325329775,0.19148421258375842,0.1907732837894421,0.1994171443731324,0.16501511919429,0.16929793190787928,0.1648392748436066,0.19347246948754632
2013-01-03,0.20968596049981117,0.199419214043122,0.20397863901573063,0.1907641374836262,0.1914852443404864,0.1907738530961002,0.199419214043122,0.1649837636671062,0.16927659511989712,0.1648108785104945,0.19346892232260182
2013-01-04,0.20992678005691096,0.1995431339172249,0.20423372137036888,0.19094567817377842,0.1916768674490102,0.19094978356925557,0.1995431339172249,0.1651856345874397,0.1695453034120577,0.16502533763832097,0.1935406563736813
2013-01-07,0.21093551971208038,0.20084797964523737,0.20521322425373234,0.19256817565808326,0.19325023317131412,0.19256104088791853,0.20084797964523737,0.16716002130215424,0.17132438841252504,0.16693662878361482,0.1948760524470205
2013-01-08,0.21629253123739764,0.20575169453202113,0.20923751687465197,0.19736521724037176,0.19808185255232238,0.19735686582211598,0.20575169453202113,0.17218657049238653,0.17618753872033463,0.17194197398664907,0.19963862673349508
2013-01-09,0.21631693486297288,0.20619260947543003,0.20946829043145526,0.19782378078240268,0.19854853473851344,0.19781371455026922,0.20619260947543003,0.17254149148023368,0.1767663553554198,0.17232035973280327,0.2002946864889288
2013-01-10,0.2173173405174657,0.20729400261053232,0.2103194124559801,0.1989341630239637,0.19968266848509816,0.19892538591694442,0.20729400261053232,0.1737819717227839,0.1780912705547621,0.1736456083545917,0.20139525263452585
2013-01-11,0.21711228424972168,0.2071328560743537,0.21015181807309632,0.19876192054997105,0.19950857286987153,0.19875392904372616,0.2071328560743537,0.1737953691665268,0.1781070712521842,0.17373235119877606,0.20127368959969452
2013-01-14,0.21767191485102214,0.20776323210131745,0.21037382026887513,0.19939032793952297,0.2001482956218995,0.19937700455596513,0.20776323210131745,0.1741278665528733,0.1784828172659448,0.17404466372059996,0.2018338408098072
2013-01-15,0.21791585954924517,0.20787293585339528,0.21047678498117464,0.19940517788527806,0.20017461204444328,0.19939199653571443,0.20787293585339528,0.1741290887408218,0.17848045675768254,0.1740451393034299,0.20186629341574683
