date,n_assets,estimator,rule,condition_number,off_diagonal_zeros,shrinkage,turnover_traded,cost,effective_n_weights,effective_n_bets,diversification_ratio,max_weight,max_risk_contribution,ex_ante_volatility_annual,forecast_frobenius,forecast_log_likelihood,forecast_n,key
2021-06-23,30,sample,risk_parity,262.10471941968586,0.0,,0.2833464131946719,0.0004250196197920078,20.01189988610069,2.354299527364052,2.2148663997258664,0.13194005152878002,0.0333333333391095,0.1480246696035065,0.011785977039430665,56.22474499670609,20,risk_parity__sample
2021-07-21,30,sample,risk_parity,447.78814638811457,0.0,,0.21587504522119422,0.00032381256783179133,18.660131734936865,2.08052289408891,1.8910860919518222,0.14594331107813163,0.0333333333359453,0.18913460791820583,0.007264123658734682,78.07585467391212,20,risk_parity__sample
2021-08-18,30,sample,risk_parity,584.5488475512483,0.0,,0.12578049602249727,0.0001886707440337459,16.97903818983656,2.086397838069137,1.834638493434511,0.16065496190664658,0.033333333336828426,0.18175114174119192,0.006665867902282381,68.19533952022326,20,risk_parity__sample
2021-09-17,30,sample,risk_parity,362.56599658220887,0.0,,0.21449278852345735,0.000321739182785186,22.545103678909243,1.435713202971247,1.609230788343183,0.10881912766823391,0.03333333333669032,0.20231605439654624,0.006573093201507424,74.3980398677763,20,risk_parity__sample
2021-10-15,30,sample,risk_parity,523.3525819232375,0.0,,0.16041316657513915,0.00024061974986270873,22.936600186343888,1.63172307942799,1.9896983766794363,0.11217560479576362,0.03333333334009498,0.12833382215917982,0.002977390244953398,65.4380770408305,20,risk_parity__sample
2021-11-12,30,sample,risk_parity,316.42424388607327,0.0,,0.17127738126360076,0.00025691607189540114,26.19928125545917,1.495233130047121,2.0200936340982993,0.0779628566531855,0.033333333338925776,0.12747814414035466,0.005424448836013555,49.32095907717574,20,risk_parity__sample
2021-12-10,30,sample,risk_parity,430.768603990115,0.0,,0.2731778735076445,0.00040976681026146675,24.39775465181707,2.0879791051305863,2.0778286297726396,0.09813257849291987,0.033333333343737545,0.1334629077748448,0.003523088117970367,59.149475610877175,20,risk_parity__sample
2022-01-10,30,sample,risk_parity,380.05978590187493,0.0,,0.14309067438978168,0.00021463601158467252,26.737857475077483,2.1286116950185137,1.989480442042813,0.06290279028169446,0.033333333334597315,0.14518320106610255,0.007928314395294766,42.93988552447746,20,risk_parity__sample
2022-02-14,30,sample,risk_parity,472.164372163933,0.0,,0.2490389084089144,0.0003735583626133716,22.13674076186414,2.0078134145157387,2.040568240747784,0.08768117678117941,0.033333333334630844,0.15836264079245824,0.00507673828470569,73.0115535739068,20,risk_parity__sample
2022-03-14,30,sample,risk_parity,286.3955746158262,0.0,,0.13958786527669906,0.00020938179791504862,21.806752113993017,2.3281315152656794,2.2415415695208822,0.09635952150887218,0.03333333333508298,0.13551408886189112,0.0037650615670621543,67.53065554236676,20,risk_parity__sample
2022-04-12,30,sample,risk_parity,448.1668776662658,0.0,,0.16419967892539833,0.0002462995183880975,22.125708218801265,2.246036726143973,2.2187531359582815,0.09523113509174079,0.03333333333603903,0.13834896561937998,0.016280548014435132,31.100200378119194,20,risk_parity__sample
2022-05-12,30,sample,risk_parity,426.09676286276715,0.0,,0.2793775889485926,0.00041906638342288893,26.253854383777785,1.2092210839571578,1.5165256985320557,0.06923109158016086,0.03333333333774599,0.22875423181635632,0.007023700194371981,63.64601271885118,20,risk_parity__sample
2022-06-09,30,sample,risk_parity,804.0304966261981,0.0,,0.16554035596185682,0.00024831053394278524,24.36585170323523,1.1825825316465701,1.421179934534593,0.08229256486931864,0.03333333333895812,0.2626156170501565,0.006740629341241791,50.25906168279556,20,risk_parity__sample
2022-07-07,30,sample,risk_parity,784.4743534562824,0.0,,0.0950370193803513,0.00014255552907052697,24.58917914214005,1.2699460255306965,1.4403216664465552,0.07782348008043775,0.03333333333858137,0.2916009625349642,0.012372688785069778,77.37561538356921,20,risk_parity__sample
2022-08-04,30,sample,risk_parity,607.1044461713336,0.0,,0.13908319755857407,0.00020862479633786108,22.31079041531051,1.4635070866726936,1.606434574031072,0.09570438217989136,0.033333333336316044,0.2174825000619362,0.009141182440617441,82.2007034622739,20,risk_parity__sample
2022-09-05,30,sample,risk_parity,721.4622415278303,0.0,,0.12640898325753008,0.00018961347488629513,24.774292951509477,1.6891864914110204,1.760032373019546,0.08090843678253956,0.0333333333350438,0.17389911109815018,0.004468578305356394,71.5584277440553,20,risk_parity__sample
2022-10-03,30,sample,risk_parity,502.0769948368157,0.0,,0.1783574753735499,0.00026753621306032483,24.682641243449346,1.39383536673555,1.6798623995981843,0.09021039607024903,0.03333333333580494,0.153584059830946,0.019102928229163808,-5.343655542024681,20,risk_parity__sample
2022-10-31,30,sample,risk_parity,699.099318523219,0.0,,0.23641075179100976,0.00035461612768651466,24.629276980330605,1.2994752232111346,1.4724963684361454,0.07880482900817834,0.03333333333772945,0.2328029416617473,0.011528961986838481,33.45789039504382,20,risk_parity__sample
2022-11-28,30,sample,risk_parity,1071.6296228727856,0.0,,0.16887430081170046,0.00025331145121755067,22.09237443424644,1.3752877283894729,1.47000562525689,0.10259059250191094,0.03333333333791146,0.2766037738728246,0.007446522412770757,56.519652485140895,20,risk_parity__sample
2022-12-26,30,sample,risk_parity,753.7220519124988,0.0,,0.1008022173286717,0.00015120332599300755,20.95051294089925,1.3365749927018928,1.4672210111658954,0.10923488984993701,0.03333333333784818,0.2867596354270843,0.014181402067280873,76.95121137350661,20,risk_parity__sample
2023-01-31,30,sample,risk_parity,1069.9107870619375,0.0,,0.1586955046355341,0.00023804325695330118,19.801781198548447,1.486498359810927,1.5535885340255269,0.11798342631653068,0.03333333333749917,0.23419054618732693,0.007720581473761812,69.78927674298023,20,risk_parity__sample
2023-02-28,30,sample,risk_parity,646.2567020089307,0.0,,0.22686324933545426,0.0003402948740031814,21.452412779503373,1.2664278220138308,1.4891175532035699,0.11837924922645277,0.033333333337613874,0.20970878928403017,0.006267577003928698,82.21740065561781,20,risk_parity__sample
2023-03-28,30,sample,risk_parity,965.4840644592517,0.0,,0.1287741642239393,0.00019316124633590896,24.72912151035613,1.2509956878827724,1.5310299262197833,0.08571606645568985,0.03333333333722157,0.17835404602387042,0.005294394022753411,80.43049421397379,20,risk_parity__sample
2023-04-25,30,sample,risk_parity,522.457162623967,0.0,,0.11831542845110676,0.00017747314267666013,23.68358410446135,1.346042200828901,1.6296332861405385,0.0796171860712064,0.03333333333641996,0.14450263992788018,0.003745437261752985,76.80303257224881,20,risk_parity__sample
2023-05-26,30,sample,risk_parity,274.4490368075037,0.0,,0.20176039990083647,0.0003026405998512547,24.827567955455336,1.6891065351033188,1.878714360097783,0.08305934176216133,0.033333333334622864,0.10933456520679517,0.001652329208624916,79.11457933637294,20,risk_parity__sample
2023-06-23,30,sample,risk_parity,248.086458696063,0.0,,0.2707509415013961,0.00040612641225209415,24.56058448286498,2.0428690044124798,2.2277563995981673,0.07407535989557747,0.03333333333688698,0.08151125800654195,0.0015955186793610626,70.17306365841804,20,risk_parity__sample
2023-07-21,30,sample,risk_parity,185.7498594028006,0.0,,0.15737899317275636,0.00023606848975913454,24.739113684940538,1.9872750430534738,2.3748671512322286,0.06617495534598504,0.033333333335131714,0.07833290978982262,0.005171679343763088,41.71133863656101,20,risk_parity__sample
2023-08-18,30,sample,risk_parity,236.37748073612218,0.0,,0.30223837671101317,0.0004533575650665197,21.845500019152258,1.5747306035171256,1.9390363074890329,0.10635769931982522,0.03333333334092508,0.11527468401711417,0.0023340040048972673,70.00258591680199,20,risk_parity__sample
2023-09-19,30,sample,risk_parity,261.19694573646285,0.0,,0.15299334285358546,0.00022949001428037818,22.869010770195974,1.4457817593118438,1.8519625955850554,0.11454260908284614,0.03333333333569545,0.13045222476123988,0.005117376205949224,63.134914812926354,20,risk_parity__sample
2023-10-17,30,sample,risk_parity,419.0041295101054,0.0,,0.14382430464472984,0.00021573645696709476,24.789822959341286,1.3789382700332027,1.6467103596584167,0.0819018702951089,0.033333333336455974,0.16247664040428236,0.0071926432564343645,48.465771587210995,20,risk_parity__sample
